...1,n_guesses,entropy_start,entropy_end,mean_entropy_drop,max_entropy_drop,early_entropy_drop,monotone_entropy,green_fraction,yellow_fraction,valid,source
412342,6,2,6,5.166666666666667,6,7,0,0.5,0.03333333333333333,NA,real
2728972,2,2,10,6,10,12,0,0.5,0.2,NA,real
4364911,6,3,10,3.1666666666666665,10,3,0,0.16666666666666666,0.3,NA,real
4966340,6,3,10,6.166666666666667,10,9,0,0.5666666666666667,0.1,NA,real
2983769,5,4,10,6,10,8,0,0.32,0.56,NA,real
3051706,4,1,10,4,10,3,0,0.35,0.1,NA,real
5515778,4,2,10,5.5,10,5,0,0.4,0.3,NA,real
3699389,3,3,10,6,10,8,0,0.5333333333333333,0.13333333333333333,NA,real
4166618,6,0,10,4.333333333333333,10,1,0,0.4,0.06666666666666667,NA,real
3264376,3,5,10,7,10,11,0,0.6666666666666666,0.06666666666666667,NA,real
424149,3,3,10,5.666666666666667,10,7,0,0.5333333333333333,0.06666666666666667,NA,real
493103,6,1,10,4.5,10,3,0,0.4,0.1,NA,real
3576634,4,3,10,6.5,10,8,0,0.6,0.1,NA,real
649345,4,6,10,7.5,10,12,0,0.75,0,NA,real
6306236,5,2,10,5.8,10,5,0,0.56,0.04,NA,real
560203,4,3,10,6.25,10,9,0,0.6,0.05,NA,real
1256809,3,3,10,7,10,11,0,0.6,0.2,NA,real
6709344,4,2,10,5.5,10,5,0,0.5,0.1,NA,real
2176775,2,5,10,7.5,10,15,0,0.6,0.3,NA,real
6353736,4,2,10,4.25,10,4,0,0.3,0.25,NA,real
67259,4,4,10,6.75,10,9,0,0.65,0.05,NA,real
1005917,5,6,10,6.8,10,12,0,0.68,0,NA,real
2644772,4,2,10,4.75,10,5,0,0.4,0.15,NA,real
4878962,5,0,10,4,10,2,0,0.32,0.16,NA,real
6842624,4,1,10,4,10,3,0,0.25,0.3,NA,real
5206864,5,0,10,5.8,10,5,0,0.56,0.04,NA,real
126355,2,3,10,6.5,10,13,0,0.6,0.1,NA,real
6432557,6,2,10,4.5,10,4,0,0.23333333333333334,0.43333333333333335,NA,real
2907396,4,3,10,5.25,10,7,0,0.5,0.05,NA,real
2169457,6,2,10,6.666666666666667,10,8,0,0.6666666666666666,0,NA,real
5593117,6,3,10,6.333333333333333,10,6,0,0.6,0.06666666666666667,NA,real
1925506,5,2,10,4.2,10,4,0,0.36,0.12,NA,real
3168754,4,1,10,5.5,10,4,0,0.45,0.2,NA,real
947879,6,1,10,6.333333333333333,10,6,0,0.6,0.06666666666666667,NA,real
1733700,4,2,10,5.25,10,5,0,0.5,0.05,NA,real
441317,1,10,10,10,10,10,1,1,0,NA,real
3058268,5,2,10,5.8,10,5,0,0.48,0.2,NA,real
4466766,3,2,10,4.666666666666667,10,4,0,0.3333333333333333,0.26666666666666666,NA,real
6015106,5,5,10,6.2,10,7,0,0.6,0.04,NA,real
1672457,3,3,10,6.333333333333333,10,9,0,0.5333333333333333,0.2,NA,real
1068246,5,2,10,4.8,10,3,0,0.4,0.16,NA,real
1605836,6,0,10,4.666666666666667,10,3,0,0.36666666666666664,0.2,NA,real
1033553,4,1,10,4.75,10,4,0,0.3,0.35,NA,real
759665,4,2,10,5.25,10,5,0,0.5,0.05,NA,real
4896471,4,3,10,6.25,10,9,0,0.6,0.05,NA,real
5692302,4,3,10,6.5,10,8,0,0.6,0.1,NA,real
5536956,5,3,10,3.8,10,3,0,0.32,0.12,NA,real
396495,4,1,10,4.75,10,4,0,0.4,0.15,NA,real
5329617,3,3,10,6.333333333333333,10,9,0,0.5333333333333333,0.2,NA,real
3277686,6,3,10,4,10,4,0,0.3333333333333333,0.13333333333333333,NA,real
2870399,6,1,10,5.333333333333333,10,4,0,0.5,0.06666666666666667,NA,real
1240552,6,1,10,4.333333333333333,10,3,0,0.3,0.26666666666666666,NA,real
3118717,3,5,10,6.666666666666667,10,10,0,0.6,0.13333333333333333,NA,real
5660111,4,3,10,5.5,10,7,0,0.4,0.3,NA,real
2601947,6,2,10,6.666666666666667,10,6,0,0.6333333333333333,0.06666666666666667,NA,real
6012099,5,3,10,6.6,10,7,0,0.56,0.2,NA,real
6262583,4,3,10,5.5,10,6,0,0.5,0.1,NA,real
5478667,4,0,10,5,10,2,0,0.5,0,NA,real
1489172,5,2,10,4,10,5,0,0.28,0.24,NA,real
6555055,3,0,10,3.3333333333333335,10,0,0,0.3333333333333333,0,NA,real
4174402,4,2,10,4.75,10,3,0,0.45,0.05,NA,real
6368469,4,4,10,7.5,10,12,0,0.75,0,NA,real
2624325,4,1,10,5.5,10,5,0,0.4,0.3,NA,real
533610,3,3,10,7,10,11,0,0.6666666666666666,0.06666666666666667,NA,real
3376149,3,5,10,7,10,11,0,0.6666666666666666,0.06666666666666667,NA,real
1388633,6,3,10,3.1666666666666665,10,6,0,0.23333333333333334,0.16666666666666666,NA,real
6878820,4,2,10,6,10,7,0,0.5,0.2,NA,real
2889706,5,3,10,5,10,7,0,0.48,0.04,NA,real
3884250,5,2,10,6,10,5,0,0.48,0.24,NA,real
6552483,2,2,10,6,10,12,0,0.5,0.2,NA,real
122486,6,0,10,3.8333333333333335,10,1,0,0.16666666666666666,0.43333333333333335,NA,real
2667996,4,2,10,4.75,10,4,0,0.45,0.05,NA,real
1029444,3,1,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
2551796,6,2,10,4.666666666666667,10,5,0,0.4,0.13333333333333333,NA,real
5263612,6,0,10,6.166666666666667,10,3,0,0.6,0.03333333333333333,NA,real
3171139,4,4,10,7,10,10,0,0.7,0,NA,real
3735064,5,2,10,4.6,10,5,0,0.28,0.36,NA,real
3837395,5,4,10,7.6,10,12,0,0.72,0.08,NA,real
6734355,2,8,10,9,10,18,0,0.9,0,NA,real
5436345,3,1,10,4.333333333333333,10,3,0,0.4,0.06666666666666667,NA,real
5235913,3,1,10,4.666666666666667,10,4,0,0.4,0.13333333333333333,NA,real
3968113,3,5,10,7,10,11,0,0.6,0.2,NA,real
703767,3,0,10,5.333333333333333,10,6,0,0.5333333333333333,0,NA,real
3708265,4,2,10,4.75,10,5,0,0.3,0.35,NA,real
3871623,3,4,10,7.333333333333333,10,12,0,0.6,0.26666666666666666,NA,real
5348000,4,1,10,4.75,10,3,0,0.4,0.15,NA,real
3145407,5,0,10,3.6,10,1,0,0.28,0.16,NA,real
2660597,3,4,10,5.666666666666667,10,7,0,0.5333333333333333,0.06666666666666667,NA,real
1659164,5,2,10,5.4,10,5,0,0.4,0.28,NA,real
1830112,2,5,10,7.5,10,15,0,0.7,0.1,NA,real
2033223,4,4,10,6,10,8,0,0.55,0.1,NA,real
2642809,3,3,10,7,10,11,0,0.6666666666666666,0.06666666666666667,NA,real
6508821,5,0,10,4.4,10,0,0,0.44,0,NA,real
136573,4,4,10,7.5,10,12,0,0.75,0,NA,real
3173869,5,0,10,4.8,10,2,0,0.4,0.16,NA,real
6456128,3,1,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
5440084,4,1,10,4,10,2,0,0.3,0.2,NA,real
1225699,3,2,10,5.666666666666667,10,7,0,0.5333333333333333,0.06666666666666667,NA,real
907853,3,2,10,5.666666666666667,10,7,0,0.4,0.3333333333333333,NA,real
466498,6,0,10,3.5,10,0,0,0.26666666666666666,0.16666666666666666,NA,real
2244927,5,1,10,3.8,10,1,0,0.32,0.12,NA,real
5333323,4,2,10,6.5,10,8,0,0.6,0.1,NA,real
3612959,2,4,10,7,10,14,0,0.6,0.2,NA,real
3338230,4,2,10,5,10,4,0,0.4,0.2,NA,real
2386979,3,0,10,4.333333333333333,10,3,0,0.3333333333333333,0.2,NA,real
3291289,4,3,10,5,10,4,0,0.4,0.2,NA,real
5776302,3,3,10,6,10,8,0,0.5333333333333333,0.13333333333333333,NA,real
958385,2,3,10,6.5,10,13,0,0.6,0.1,NA,real
4244220,5,1,10,5,10,2,0,0.44,0.12,NA,real
5785921,5,1,10,4.6,10,2,0,0.4,0.12,NA,real
2390361,3,0,10,4.666666666666667,10,4,0,0.4,0.13333333333333333,NA,real
6083777,5,0,10,4.8,10,3,0,0.44,0.08,NA,real
3699455,3,4,10,6.333333333333333,10,9,0,0.4,0.4666666666666667,NA,real
6835560,2,5,10,7.5,10,15,0,0.6,0.3,NA,real
620434,4,1,10,5,10,4,0,0.45,0.1,NA,real
2164699,5,2,10,5.4,10,4,0,0.52,0.04,NA,real
6029596,4,3,10,5.5,10,7,0,0.4,0.3,NA,real
5952052,3,3,10,5.666666666666667,10,7,0,0.4666666666666667,0.2,NA,real
5634774,4,0,10,3.25,10,0,0,0.3,0.05,NA,real
1458015,3,1,10,5,10,5,0,0.4,0.2,NA,real
88867,4,0,10,4.5,10,3,0,0.4,0.1,NA,real
2346939,5,1,10,4.6,10,3,0,0.4,0.12,NA,real
210502,4,2,10,6.5,10,8,0,0.65,0,NA,real
4935791,4,1,10,5.25,10,4,0,0.45,0.15,NA,real
2967547,6,1,10,4.833333333333333,10,5,0,0.43333333333333335,0.1,NA,real
1753020,3,3,10,5,10,5,0,0.4666666666666667,0.06666666666666667,NA,real
606436,1,10,10,10,10,10,1,1,0,NA,real
2198625,6,2,10,4.5,10,4,0,0.3333333333333333,0.23333333333333334,NA,real
3544357,3,4,10,6.666666666666667,10,10,0,0.6666666666666666,0,NA,real
3438239,3,4,10,7.333333333333333,10,12,0,0.6666666666666666,0.13333333333333333,NA,real
3831519,4,2,10,6.5,10,8,0,0.6,0.1,NA,real
6677923,5,2,10,5.4,10,6,0,0.4,0.28,NA,real
6588363,3,2,10,6.333333333333333,10,9,0,0.4666666666666667,0.3333333333333333,NA,real
4711089,5,2,10,6.2,10,5,0,0.56,0.12,NA,real
3808685,4,2,10,4.25,10,4,0,0.4,0.05,NA,real
461165,5,2,10,4.6,10,4,0,0.32,0.28,NA,real
5623623,4,2,10,4.75,10,5,0,0.45,0.05,NA,real
1644168,2,2,10,6,10,12,0,0.5,0.2,NA,real
3157218,2,4,10,7,10,14,0,0.7,0,NA,real
5883984,4,2,10,5.5,10,6,0,0.55,0,NA,real
6280087,4,2,10,6.5,10,8,0,0.6,0.1,NA,real
4916557,4,1,10,5,10,4,0,0.45,0.1,NA,real
1855695,2,6,10,8,10,16,0,0.8,0,NA,real
5125180,3,4,10,6.666666666666667,10,10,0,0.6,0.13333333333333333,NA,real
1557293,6,2,6,3.8333333333333335,6,4,0,0.3,0.16666666666666666,NA,real
3102257,4,4,10,6.5,10,10,0,0.6,0.1,NA,real
1569601,4,2,10,6.5,10,8,0,0.55,0.2,NA,real
5505390,6,2,10,5.333333333333333,10,6,0,0.5333333333333333,0,NA,real
3036447,5,1,10,4.6,10,4,0,0.28,0.36,NA,real
4785664,5,0,10,3,10,1,0,0.2,0.2,NA,real
2874001,6,1,6,2.8333333333333335,6,2,0,0.2,0.16666666666666666,NA,real
1974569,4,3,10,5.75,10,7,0,0.55,0.05,NA,real
2720861,5,1,10,4.8,10,2,0,0.44,0.08,NA,real
3112045,6,6,10,6.833333333333333,10,12,0,0.6666666666666666,0.03333333333333333,NA,real
1289298,4,3,10,5.5,10,5,0,0.45,0.2,NA,real
1226836,3,2,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
696841,2,2,10,6,10,12,0,0.6,0,NA,real
2799816,6,2,10,5.833333333333333,10,5,0,0.5666666666666667,0.03333333333333333,NA,real
5773680,6,2,10,5.333333333333333,10,4,0,0.5333333333333333,0,NA,real
6707497,4,1,10,3.75,10,2,0,0.3,0.15,NA,real
3460482,3,2,10,5.333333333333333,10,6,0,0.4,0.26666666666666666,NA,real
1811536,4,0,10,4.25,10,3,0,0.3,0.25,NA,real
383072,6,5,10,7,10,10,0,0.6666666666666666,0.06666666666666667,NA,real
3205144,6,2,10,6,10,4,0,0.5333333333333333,0.13333333333333333,NA,real
4750860,6,0,10,3.8333333333333335,10,2,0,0.3333333333333333,0.1,NA,real
5026315,3,2,10,5.666666666666667,10,7,0,0.5333333333333333,0.06666666666666667,NA,real
170687,6,1,10,5.5,10,4,0,0.5,0.1,NA,real
2837300,4,3,10,6,10,8,0,0.55,0.1,NA,real
1755352,3,3,10,6.666666666666667,10,10,0,0.6,0.13333333333333333,NA,real
6341519,5,1,10,3.4,10,3,0,0.2,0.28,NA,real
5175500,6,2,4,3.3333333333333335,4,4,0,0.26666666666666666,0.13333333333333333,NA,real
5938638,4,2,10,6.75,10,9,0,0.6,0.15,NA,real
2350716,6,0,10,5.5,10,2,0,0.5,0.1,NA,real
3190642,3,3,10,6.666666666666667,10,10,0,0.6,0.13333333333333333,NA,real
358404,6,4,3,3.1666666666666665,5,5,0,0.16666666666666666,0.3,NA,real
6662424,5,2,10,4.6,10,4,0,0.4,0.12,NA,real
1800649,6,2,8,5.333333333333333,8,5,0,0.4666666666666667,0.13333333333333333,NA,real
2952813,3,1,10,5,10,5,0,0.4666666666666667,0.06666666666666667,NA,real
4705297,4,2,10,4.5,10,4,0,0.45,0,NA,real
1927602,5,1,10,5.8,10,6,0,0.52,0.12,NA,real
2650865,5,2,10,6.4,10,8,0,0.6,0.08,NA,real
2239141,4,0,10,4,10,2,0,0.25,0.3,NA,real
5411455,5,4,10,7,10,9,0,0.56,0.28,NA,real
2704435,6,0,7,3.8333333333333335,7,2,0,0.3,0.16666666666666666,NA,real
81482,2,4,10,7,10,14,0,0.6,0.2,NA,real
5164342,4,2,10,5.75,10,5,0,0.5,0.15,NA,real
6159992,3,1,10,4,10,2,0,0.3333333333333333,0.13333333333333333,NA,real
6683404,2,4,10,7,10,14,0,0.6,0.2,NA,real
1823481,6,0,10,4.5,10,2,0,0.43333333333333335,0.03333333333333333,NA,real
3544203,3,1,10,4,10,2,0,0.3333333333333333,0.13333333333333333,NA,real
199610,2,6,10,8,10,16,0,0.8,0,NA,real
4455064,5,3,10,5.6,10,7,0,0.44,0.24,NA,real
766833,5,3,10,7.4,10,11,0,0.72,0.04,NA,real
2340255,4,2,10,5.75,10,7,0,0.55,0.05,NA,real
2177703,2,4,10,7,10,14,0,0.5,0.4,NA,real
5801529,6,2,10,4.5,10,4,0,0.43333333333333335,0.03333333333333333,NA,real
5084187,3,1,10,5,10,5,0,0.4666666666666667,0.06666666666666667,NA,real
6365871,3,0,10,5,10,5,0,0.4,0.2,NA,real
2620824,4,2,10,5.5,10,5,0,0.4,0.3,NA,real
1417307,6,2,10,3.1666666666666665,10,4,0,0.2,0.23333333333333334,NA,real
1018216,1,10,10,10,10,10,1,1,0,NA,real
3634078,2,4,10,7,10,14,0,0.5,0.4,NA,real
6255712,5,0,10,3.6,10,1,0,0.32,0.08,NA,real
1484432,4,1,10,4.75,10,3,0,0.45,0.05,NA,real
247169,6,1,10,3.5,10,2,0,0.3,0.1,NA,real
2890347,5,1,10,4,10,3,0,0.24,0.32,NA,real
6883477,5,1,10,4.4,10,3,0,0.36,0.16,NA,real
6706661,4,2,10,4.5,10,4,0,0.35,0.2,NA,real
635301,1,10,10,10,10,10,1,1,0,NA,real
1006481,5,1,10,5.8,10,6,0,0.44,0.28,NA,real
6770142,3,3,10,6.333333333333333,10,9,0,0.4666666666666667,0.3333333333333333,NA,real
6682572,2,4,10,7,10,14,0,0.6,0.2,NA,real
3285808,3,3,10,6.666666666666667,10,10,0,0.6,0.13333333333333333,NA,real
1259337,4,3,10,6.5,10,8,0,0.6,0.1,NA,real
5230945,1,10,10,10,10,10,1,1,0,NA,real
5689850,4,2,10,4,10,4,0,0.25,0.3,NA,real
3008790,5,3,10,5.4,10,6,0,0.36,0.36,NA,real
6285710,5,1,10,4.6,10,3,0,0.36,0.2,NA,real
639290,2,1,10,5.5,10,11,0,0.5,0.1,NA,real
5641545,5,0,10,4,10,1,0,0.36,0.08,NA,real
5000436,6,0,10,4.666666666666667,10,2,0,0.4666666666666667,0,NA,real
509140,4,0,10,4,10,2,0,0.25,0.3,NA,real
6881735,5,2,10,6,10,6,0,0.44,0.32,NA,real
1125023,5,4,10,4.2,10,7,0,0.28,0.28,NA,real
456408,4,3,10,5.25,10,7,0,0.5,0.05,NA,real
1692151,6,6,2,4.666666666666667,6,12,1,0.43333333333333335,0.06666666666666667,NA,real
4858810,4,2,10,5,10,5,0,0.45,0.1,NA,real
5522268,6,4,10,5.666666666666667,10,8,0,0.5666666666666667,0,NA,real
3044621,2,2,10,6,10,12,0,0.6,0,NA,real
5386282,3,3,10,5.333333333333333,10,6,0,0.4,0.26666666666666666,NA,real
1385132,6,1,10,4.833333333333333,10,5,0,0.23333333333333334,0.5,NA,real
1720765,1,10,10,10,10,10,1,1,0,NA,real
1451047,2,1,10,5.5,10,11,0,0.5,0.1,NA,real
4976153,4,1,10,5.75,10,5,0,0.5,0.15,NA,real
3325859,2,4,10,7,10,14,0,0.6,0.2,NA,real
580427,2,2,10,6,10,12,0,0.6,0,NA,real
6537666,3,0,10,4.333333333333333,10,3,0,0.4,0.06666666666666667,NA,real
3249237,5,0,10,4.2,10,2,0,0.28,0.28,NA,real
1588323,2,6,10,8,10,16,0,0.8,0,NA,real
2110113,4,2,10,5.25,10,6,0,0.45,0.15,NA,real
1243816,6,3,8,4.833333333333333,8,5,0,0.43333333333333335,0.1,NA,real
4129998,6,4,8,7,8,10,0,0.7,0,NA,real
2445988,3,1,10,5,10,5,0,0.3333333333333333,0.3333333333333333,NA,real
5162990,3,1,10,4.666666666666667,10,4,0,0.4,0.13333333333333333,NA,real
1611883,2,2,10,6,10,12,0,0.5,0.2,NA,real
2056452,3,3,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
280068,2,4,10,7,10,14,0,0.7,0,NA,real
3026321,3,2,10,6,10,8,0,0.5333333333333333,0.13333333333333333,NA,real
857866,5,2,10,6,10,6,0,0.52,0.16,NA,real
1515578,4,1,10,5,10,2,0,0.45,0.1,NA,real
3110740,6,1,10,5,10,4,0,0.36666666666666664,0.26666666666666666,NA,real
5007128,3,8,10,8.666666666666666,10,16,0,0.8666666666666667,0,NA,real
736178,5,2,10,5.6,10,4,0,0.56,0,NA,real
6811287,4,3,10,6.75,10,9,0,0.6,0.15,NA,real
2921675,1,10,10,10,10,10,1,1,0,NA,real
2650875,5,1,10,4.6,10,3,0,0.44,0.04,NA,real
5055875,6,1,10,5.5,10,3,0,0.5333333333333333,0.03333333333333333,NA,real
4523678,4,1,10,5.25,10,3,0,0.5,0.05,NA,real
3159279,2,4,10,7,10,14,0,0.7,0,NA,real
4839125,4,2,10,5.75,10,7,0,0.55,0.05,NA,real
3676360,3,2,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
1343587,3,2,10,5.666666666666667,10,7,0,0.5333333333333333,0.06666666666666667,NA,real
2868966,6,3,10,5.666666666666667,10,7,0,0.4666666666666667,0.2,NA,real
4681973,3,2,10,6,10,8,0,0.4666666666666667,0.26666666666666666,NA,real
6846803,5,0,10,4.4,10,2,0,0.32,0.24,NA,real
2113154,4,2,10,4.75,10,3,0,0.4,0.15,NA,real
4738220,3,2,10,5,10,5,0,0.4666666666666667,0.06666666666666667,NA,real
675408,4,0,10,4,10,0,0,0.4,0,NA,real
4241461,5,2,10,5,10,5,0,0.44,0.12,NA,real
5047210,5,0,10,4,10,2,0,0.32,0.16,NA,real
1501157,6,0,4,1.8333333333333333,4,1,0,0.16666666666666666,0.03333333333333333,NA,real
3983711,6,6,10,7.333333333333333,10,12,0,0.7333333333333333,0,NA,real
4268679,6,3,10,4,10,7,0,0.3333333333333333,0.13333333333333333,NA,real
5989315,4,1,10,4,10,3,0,0.3,0.2,NA,real
6584050,6,2,10,7,10,8,0,0.7,0,NA,real
1782918,3,0,10,4.666666666666667,10,4,0,0.4666666666666667,0,NA,real
4268754,6,1,10,4,10,4,0,0.2,0.4,NA,real
2805140,2,4,10,7,10,14,0,0.6,0.2,NA,real
3116960,3,1,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
3720549,2,5,10,7.5,10,15,0,0.6,0.3,NA,real
576886,6,1,6,2.5,6,1,0,0.16666666666666666,0.16666666666666666,NA,real
4185797,6,2,10,3.3333333333333335,10,4,0,0.26666666666666666,0.13333333333333333,NA,real
6274051,6,0,10,4.833333333333333,10,3,0,0.4,0.16666666666666666,NA,real
5943061,5,0,10,5,10,2,0,0.44,0.12,NA,real
2416828,3,3,10,5.333333333333333,10,6,0,0.4,0.26666666666666666,NA,real
2461366,6,2,10,4,10,5,0,0.3333333333333333,0.13333333333333333,NA,real
3302444,2,6,10,8,10,16,0,0.8,0,NA,real
3476738,6,2,10,3.6666666666666665,10,4,0,0.3,0.13333333333333333,NA,real
6370462,4,1,10,3.75,10,2,0,0.3,0.15,NA,real
2540923,3,4,10,6.333333333333333,10,9,0,0.5333333333333333,0.2,NA,real
2585338,2,4,10,7,10,14,0,0.6,0.2,NA,real
3239771,4,2,10,4,10,4,0,0.3,0.2,NA,real
5591839,6,2,10,6.666666666666667,10,6,0,0.6333333333333333,0.06666666666666667,NA,real
6628746,5,0,10,3.6,10,2,0,0.28,0.16,NA,real
156965,4,3,10,5.5,10,6,0,0.45,0.2,NA,real
4584112,4,3,10,6.75,10,9,0,0.6,0.15,NA,real
5803790,6,0,10,4.166666666666667,10,2,0,0.4,0.03333333333333333,NA,real
2416093,3,1,10,5,10,5,0,0.4,0.2,NA,real
4534499,6,0,10,3.5,10,1,0,0.3,0.1,NA,real
3481738,3,3,10,6.333333333333333,10,9,0,0.6,0.06666666666666667,NA,real
1018300,1,10,10,10,10,10,1,1,0,NA,real
1430592,4,3,10,6.5,10,8,0,0.55,0.2,NA,real
1470894,6,3,10,4.333333333333333,10,4,0,0.4,0.06666666666666667,NA,real
507249,4,2,10,4.75,10,6,0,0.45,0.05,NA,real
133586,4,2,10,7,10,10,0,0.7,0,NA,real
6918423,6,1,10,4.833333333333333,10,4,0,0.36666666666666664,0.23333333333333334,NA,real
3647310,5,2,10,5,10,6,0,0.4,0.2,NA,real
4521520,3,2,10,5.666666666666667,10,7,0,0.5333333333333333,0.06666666666666667,NA,real
1113929,3,1,10,4.666666666666667,10,4,0,0.3333333333333333,0.26666666666666666,NA,real
5144683,4,2,10,4.75,10,5,0,0.3,0.35,NA,real
5372083,5,1,10,3.8,10,2,0,0.24,0.28,NA,real
3297416,5,1,10,5,10,4,0,0.32,0.36,NA,real
6265027,4,4,10,6.75,10,10,0,0.65,0.05,NA,real
4132197,2,4,10,7,10,14,0,0.6,0.2,NA,real
4136627,3,1,10,4.666666666666667,10,4,0,0.3333333333333333,0.26666666666666666,NA,real
6718962,3,3,10,5.666666666666667,10,7,0,0.3333333333333333,0.4666666666666667,NA,real
6823472,3,2,10,5,10,5,0,0.3333333333333333,0.3333333333333333,NA,real
6587508,3,2,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
5663715,5,2,10,6.4,10,6,0,0.56,0.16,NA,real
3223650,4,4,10,7.5,10,12,0,0.7,0.1,NA,real
1205231,5,1,10,4.8,10,4,0,0.36,0.24,NA,real
6533497,6,1,10,4.833333333333333,10,3,0,0.36666666666666664,0.23333333333333334,NA,real
5021979,2,5,10,7.5,10,15,0,0.7,0.1,NA,real
5511938,4,3,10,6,10,7,0,0.55,0.1,NA,real
487078,5,3,10,4.6,10,5,0,0.4,0.12,NA,real
3407615,6,1,10,3.8333333333333335,10,1,0,0.3333333333333333,0.1,NA,real
2398979,5,1,10,4.8,10,3,0,0.36,0.24,NA,real
1418672,1,10,10,10,10,10,1,1,0,NA,real
1107276,1,10,10,10,10,10,1,1,0,NA,real
6293284,2,3,10,6.5,10,13,0,0.5,0.3,NA,real
2668809,4,2,10,4.5,10,5,0,0.35,0.2,NA,real
3322226,6,3,10,5.666666666666667,10,6,0,0.5,0.13333333333333333,NA,real
5861,5,4,10,5.6,10,8,0,0.52,0.08,NA,real
993990,3,3,10,5,10,5,0,0.4666666666666667,0.06666666666666667,NA,real
2891044,5,1,10,5,10,5,0,0.4,0.2,NA,real
4070804,2,2,10,6,10,12,0,0.5,0.2,NA,real
1972011,3,1,10,5.333333333333333,10,6,0,0.4,0.26666666666666666,NA,real
675106,4,2,10,4.25,10,4,0,0.3,0.25,NA,real
5564064,3,3,10,6.333333333333333,10,9,0,0.4666666666666667,0.3333333333333333,NA,real
2305139,3,0,10,3.6666666666666665,10,1,0,0.3333333333333333,0.06666666666666667,NA,real
4001198,5,2,10,6.2,10,5,0,0.56,0.12,NA,real
6182452,4,2,10,5.25,10,5,0,0.5,0.05,NA,real
988649,1,10,10,10,10,10,1,1,0,NA,real
1418332,1,10,10,10,10,10,1,1,0,NA,real
362746,2,8,10,9,10,18,0,0.9,0,NA,real
4099130,4,4,10,5.5,10,8,0,0.5,0.1,NA,real
1012845,6,5,10,6.5,10,11,0,0.6333333333333333,0.03333333333333333,NA,real
4511788,4,1,10,4.5,10,3,0,0.3,0.3,NA,real
2982229,4,3,10,4.75,10,4,0,0.25,0.45,NA,real
5359444,2,5,10,7.5,10,15,0,0.7,0.1,NA,real
743777,6,1,10,4.333333333333333,10,3,0,0.4,0.06666666666666667,NA,real
2065899,5,3,10,6.8,10,9,0,0.6,0.16,NA,real
1009276,6,4,10,6.333333333333333,10,10,0,0.6,0.06666666666666667,NA,real
1347342,4,1,10,4,10,1,0,0.35,0.1,NA,real
6142997,3,4,10,5.666666666666667,10,7,0,0.5333333333333333,0.06666666666666667,NA,real
420056,2,2,10,6,10,12,0,0.6,0,NA,real
5051544,6,0,10,4.5,10,1,0,0.43333333333333335,0.03333333333333333,NA,real
1624008,4,3,10,3.5,10,4,0,0.25,0.2,NA,real
4542824,3,2,10,6,10,8,0,0.6,0,NA,real
1398272,2,1,10,5.5,10,11,0,0.5,0.1,NA,real
228700,3,3,10,6,10,8,0,0.5333333333333333,0.13333333333333333,NA,real
4851337,3,5,10,7,10,11,0,0.6666666666666666,0.06666666666666667,NA,real
6705382,3,1,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
1698704,3,2,10,6,10,8,0,0.6,0,NA,real
5942859,5,3,10,4.8,10,6,0,0.32,0.32,NA,real
1296856,5,3,10,4.6,10,5,0,0.44,0.04,NA,real
1993750,2,5,10,7.5,10,15,0,0.6,0.3,NA,real
3663073,4,2,10,5,10,5,0,0.45,0.1,NA,real
6171763,6,0,10,5.333333333333333,10,4,0,0.5333333333333333,0,NA,real
4582839,3,3,10,5.333333333333333,10,6,0,0.3333333333333333,0.4,NA,real
3066259,2,4,10,7,10,14,0,0.6,0.2,NA,real
2459071,6,1,10,4,10,4,0,0.3,0.2,NA,real
5391754,4,1,10,4.5,10,3,0,0.3,0.3,NA,real
2149369,6,1,10,4,10,2,0,0.23333333333333334,0.3333333333333333,NA,real
2349353,6,1,10,4.666666666666667,10,3,0,0.4,0.13333333333333333,NA,real
3283732,3,3,10,6,10,8,0,0.4666666666666667,0.26666666666666666,NA,real
236662,4,3,10,4.75,10,6,0,0.4,0.15,NA,real
3050900,4,2,10,5.75,10,5,0,0.45,0.25,NA,real
3396488,3,3,10,6,10,8,0,0.5333333333333333,0.13333333333333333,NA,real
341616,3,2,10,6,10,8,0,0.4666666666666667,0.26666666666666666,NA,real
1774068,2,2,10,6,10,12,0,0.5,0.2,NA,real
2131185,2,4,10,7,10,14,0,0.5,0.4,NA,real
5901648,4,3,10,5.75,10,7,0,0.55,0.05,NA,real
622947,5,2,10,4.6,10,3,0,0.4,0.12,NA,real
763427,4,2,10,4.25,10,4,0,0.4,0.05,NA,real
3403702,5,4,10,6.6,10,10,0,0.64,0.04,NA,real
1752775,3,1,10,4.666666666666667,10,4,0,0.3333333333333333,0.26666666666666666,NA,real
2064909,5,3,10,5.8,10,7,0,0.52,0.12,NA,real
1175381,5,0,10,3.8,10,1,0,0.32,0.12,NA,real
